date,ticker,message_count,sentiment_mean,sentiment_std
2016-12-10,NVDA,14,0.0,0.0
2016-12-11,NVDA,18,0.0,0.0
2016-12-12,NVDA,322,0.0,0.0
2016-12-13,NVDA,261,0.0,0.0
2016-12-14,NVDA,807,0.0,0.0
2016-12-15,NVDA,708,0.0,0.0
2016-12-16,NVDA,399,0.0,0.0
2016-12-17,NVDA,61,0.0,0.0
2016-12-18,NVDA,26,0.0,0.0
2016-12-19,NVDA,346,0.0,0.0
2016-12-20,NVDA,821,0.0,0.0
2016-12-21,NVDA,454,0.0,0.0
2016-12-22,NVDA,558,0.0,0.0
2016-12-23,NVDA,622,0.0,0.0
2016-12-24,NVDA,84,0.0,0.0
2016-12-25,NVDA,33,0.0,0.0
2016-12-26,NVDA,30,0.0,0.0
2016-12-27,NVDA,1745,0.0,0.0
2016-12-28,NVDA,3301,0.0,0.0
2016-12-29,NVDA,2841,0.0,0.0
2016-12-30,NVDA,1683,0.0,0.0
2016-12-31,NVDA,82,0.0,0.0
2017-01-01,NVDA,57,0.0,0.0
2017-01-02,NVDA,76,0.0,0.0
2017-01-03,NVDA,1195,0.0,0.0
2017-01-04,NVDA,889,0.0,0.0
2017-01-05,NVDA,1355,0.0,0.0
2017-01-06,NVDA,543,0.0,0.0
2017-01-07,NVDA,62,0.0,0.0
2017-01-08,NVDA,70,0.0,0.0
2017-01-09,NVDA,583,0.0,0.0
2017-01-10,NVDA,595,0.0,0.0
2017-01-11,NVDA,383,0.0,0.0
2017-01-12,NVDA,401,0.0,0.0
2017-01-13,NVDA,300,0.0,0.0
2017-01-14,NVDA,29,0.0,0.0
2017-01-15,NVDA,39,0.0,0.0
2017-01-16,NVDA,38,0.0,0.0
2017-01-17,NVDA,311,0.0,0.0
2017-01-18,NVDA,277,0.0,0.0
2017-01-19,NVDA,334,0.0,0.0
2017-01-20,NVDA,231,0.0,0.0
2017-01-21,NVDA,33,0.0,0.0
2017-01-22,NVDA,26,0.0,0.0
2017-01-23,NVDA,188,0.0,0.0
2017-01-24,NVDA,202,0.0,0.0
2017-01-25,NVDA,217,0.0,0.0
2017-01-26,NVDA,244,0.0,0.0
2017-01-27,NVDA,385,0.0,0.0
2017-01-28,NVDA,37,0.0,0.0
2017-01-29,NVDA,35,0.0,0.0
2017-01-30,NVDA,198,0.0,0.0
2017-01-31,NVDA,183,0.0,0.0
2017-02-01,NVDA,334,0.0,0.0
2017-02-02,NVDA,303,0.0,0.0
2017-02-03,NVDA,246,0.0,0.0
2017-02-04,NVDA,29,0.0,0.0
2017-02-05,NVDA,28,0.0,0.0
2017-02-06,NVDA,430,0.0,0.0
2017-02-07,NVDA,617,0.0,0.0
2017-02-08,NVDA,459,0.0,0.0
2017-02-09,NVDA,2535,0.0,0.0
2017-02-10,NVDA,2212,0.0,0.0
2017-02-11,NVDA,112,0.0,0.0
2017-02-12,NVDA,91,0.0,0.0
2017-02-13,NVDA,1264,0.0,0.0
2017-02-14,NVDA,1015,0.0,0.0
2017-02-15,NVDA,541,0.0,0.0
2017-02-16,NVDA,516,0.0,0.0
2017-02-17,NVDA,449,0.0,0.0
2017-02-18,NVDA,39,0.0,0.0
2017-02-19,NVDA,27,0.0,0.0
2017-02-20,NVDA,33,0.0,0.0
2017-02-21,NVDA,394,0.0,0.0
2017-02-22,NVDA,532,0.0,0.0
2017-02-23,NVDA,2641,0.0,0.0
2017-02-24,NVDA,1844,0.0,0.0
2017-02-25,NVDA,74,0.0,0.0
2017-02-26,NVDA,70,0.0,0.0
2017-02-27,NVDA,609,0.0,0.0
2017-02-28,NVDA,419,0.0,0.0
2017-03-01,NVDA,651,0.0,0.0
2017-03-02,NVDA,910,0.0,0.0
2017-03-03,NVDA,634,0.0,0.0
2017-03-04,NVDA,56,0.0,0.0
2017-03-05,NVDA,51,0.0,0.0
2017-03-06,NVDA,520,0.0,0.0
